Manufacturer,Price,Body Style,Fuel Efficiency,Engine Volume,Powertrain,License Status,Manufacture Year,Variant,Location,Distance Covered,Gearbox,Owner_Type
Renault,89200.0,hatch,79,1.6,Petrol,yes,2008,Laguna,dakhla,65800,Automatic,First
Volkswagen,230000.0,hatch,22,1.2,Other,yes,2014,Golf VII,Casablanca,30000,Automatic,First
Toyota,315800.0,crossover,29,2.2,Diesel,yes,2015,Rav 4,oujda,52195,Manual,First
BMW,37500.0,sedan,313,2.5,Diesel,yes,1994,325,hosseima,28464,Manual,First
Volkswagen,263000.0,sedan,3,1.6,Diesel,yes,2016,Jetta,oujda,34000,Automatic,First
BMW,195900.0,sedan,69,2.0,Petrol,yes,2008,320,tanger,51928,Manual,First
Volkswagen,134700.0,van,164,1.6,Diesel,yes,2012,Touran,rabat,85000,Manual,Third
Mitsubishi,20989.0,van,168,1.8,Petrol,no,2001,Space Star,hosseima,64158,Automatic,First
Renault,43000.0,sedan,215,1.9,Diesel,no,2005,Laguna,rabat,51000,Manual,First
Volkswagen,19889.0,hatch,300,1.6,Gas,yes,1984,Golf II,tanger,22769,Automatic,First
BMW,378500.0,other,160,3.0,Diesel,yes,2010,X5,Casablanca,15399,Manual,First
Volkswagen,98000.0,sedan,59,2.0,Petrol,no,2010,Passat B6,mekness,150000,Manual,First
Volkswagen,98000.0,sedan,51,1.6,Petrol,yes,2013,Polo,sefrou,11000,Manual,First
Mercedes-Benz,681000.0,crossover,150,3.0,Diesel,yes,2013,GL 350,oujda,10000,Manual,First
Volkswagen,12400.0,other,212,1.8,Gas,no,1999,Golf IV,sefrou,65932,Manual,Second
Mercedes-Benz,767900.0,sedan,76,6.0,Petrol,yes,2010,S 500,agadir,68000,Automatic,First
BMW,142000.0,sedan,90,5.0,Petrol,no,2008,M5,sefrou,9000,Automatic,First
Audi,41900.0,vagon,232,2.5,Diesel,no,2003,A6,mekness,62282,Automatic,First
BMW,30350.0,sedan,214,1.9,Petrol,no,2000,318,dakhla,75451,Manual,First
Renault,66300.0,vagon,202,1.5,Diesel,yes,2005,Scenic,marrakech,30000,Manual,Second
Mitsubishi,195900.0,crossover,140,3.8,Gas,yes,2007,Pajero Wagon,rabat,91183,Manual,First
Volkswagen,195900.0,van,92,1.4,Petrol,yes,2012,Sharan,hosseima,83184,Manual,First
Renault,60600.0,vagon,151,1.5,Diesel,yes,2006,Kangoo,Casablanca,12000,Manual,First
Audi,46289.0,sedan,307,2.8,Gas,yes,1991,100,marrakech,21000,Automatic,First
Volkswagen,202500.0,vagon,125,2.0,Diesel,yes,2011,Passat B7,hosseima,37340,Automatic,First
Volkswagen,149700.0,sedan,134,2.0,Diesel,yes,2012,Passat B6,Casablanca,28000,Automatic,First
BMW,183989.0,other,90,2.5,Petrol,yes,2008,325,dakhla,100000,Manual,Second
Mercedes-Benz,1905663.0,other,0,3.0,Petrol,yes,2016,S 400,hosseima,63983,Automatic,First
Mercedes-Benz,80400.0,sedan,190,2.0,Petrol,yes,2002,C-Class,rabat,71000,Manual,First
Mitsubishi,75890.0,crossover,225,2.5,Petrol,yes,1997,Pajero,sefrou,45000,Manual,First
Volkswagen,,sedan,60,2.0,Diesel,yes,2013,Passat CC,tanger,75871,Automatic,First
Mercedes-Benz,598500.0,sedan,29,3.0,Diesel,yes,2012,CLS 350,oujda,56000,Manual,First
Volkswagen,101300.0,vagon,150,2.0,Petrol,yes,2008,Passat B6,dakhla,34429,Automatic,First
Toyota,390105.0,crossover,40,3.5,Petrol,yes,2013,Highlander,hosseima,42706,Manual,First
Audi,44650.0,sedan,220,2.5,Diesel,no,1999,A8,mekness,40000,Manual,First
Mercedes-Benz,20989.0,sedan,400,2.2,Diesel,no,2000,200,oujda,107890,Manual,First
Mercedes-Benz,103500.0,van,248,2.2,Diesel,yes,2005,Vito,oujda,4000,Automatic,First
BMW,461000.0,sedan,59,4.4,Petrol,yes,2009,750,rabat,35000,Automatic,First
Volkswagen,96900.0,sedan,160,1.6,Petrol,yes,2006,Jetta,dakhla,65000,Manual,First
Volkswagen,84890.0,sedan,90,1.4,Petrol,yes,2003,New Beetle,rabat,79152,Manual,Second
Mercedes-Benz,120000.0,van,300,2.2,Diesel,yes,2007,Vito,dakhla,82621,Manual,First
Mercedes-Benz,257500.0,van,161,2.2,Diesel,yes,2011,Vito,tanger,20604,Automatic,First
Toyota,74000.0,crossover,150,2.0,Petrol,yes,2000,Rav 4,Casablanca,141537,Manual,Second
Volkswagen,102400.0,vagon,176,1.9,Diesel,yes,2005,Passat B5,mekness,40000,Automatic,First
Volkswagen,15500.0,vagon,200,1.8,Gas,yes,1996,Passat B4,hosseima,35058,Manual,First
Mercedes-Benz,81700.0,van,290,2.2,Diesel,yes,2004,Vito,dakhla,81402,Manual,Second
Audi,46300.0,sedan,267,1.9,Diesel,no,2003,A6,Casablanca,13000,Manual,First
BMW,340000.0,sedan,100,2.0,Petrol,yes,2012,520,Casablanca,39000,Automatic,First
Renault,84989.0,van,141,1.5,Diesel,yes,2006,Scenic,sefrou,42000,Manual,Second
Renault,117250.0,hatch,136,1.5,Diesel,yes,2011,Megane,tanger,58671,Automatic,First
Volkswagen,118900.0,vagon,204,2.0,Diesel,yes,2007,Passat B6,tanger,41041,Automatic,First
Toyota,98000.0,sedan,232,2.4,Petrol,yes,2005,Camry,oujda,83327,Manual,First
Audi,384000.0,sedan,61,2.8,Petrol,yes,2012,A6,rabat,79494,Manual,First
Volkswagen,116700.0,van,153,2.0,Diesel,yes,2010,Caddy,agadir,63939,Manual,First
Renault,72150.0,hatch,274,1.5,Diesel,yes,2006,Scenic,tetouan,25500,Manual,First
Mercedes-Benz,79300.0,hatch,176,1.4,Petrol,yes,2004,A 140,sefrou,79000,Manual,First
Audi,334150.0,vagon,35,2.0,Petrol,yes,2013,A4 Allroad,dakhla,93325,Manual,Second
Mercedes-Benz,43550.0,sedan,200,,Diesel,yes,2001,S 320,agadir,94000,Manual,First
Volkswagen,46300.0,vagon,298,1.8,Petrol,yes,1998,Golf III,tanger,60283,Manual,First
Volkswagen,138700.0,van,213,2.0,Diesel,yes,2012,T5 (Transporter) ,oujda,96000,Automatic,First
Volkswagen,14950.0,other,200,1.8,Gas,yes,1987,Jetta,sefrou,50000,Manual,First
Volkswagen,141989.0,van,250,1.9,Diesel,yes,2009,T5 (Transporter),oujda,82966,Manual,First
Audi,312500.0,sedan,74,1.8,Petrol,yes,2012,A4,Casablanca,17000,Automatic,First
Mercedes-Benz,70500.0,sedan,270,2.8,Gas,yes,1999,E-Class,tetouan,29000,Manual,First
Mercedes-Benz,437900.0,sedan,84,5.5,Petrol,yes,2011,S 500,Casablanca,38235,Manual,First
BMW,83700.0,sedan,326,2.8,Petrol,yes,1998,528,tanger,22033,Manual,First
Volkswagen,82600.0,hatch,225,1.4,Petrol,yes,2004,Golf V,oujda,99754,Manual,First
Renault,,van,153,2.0,Diesel,yes,2012,Trafic,oujda,46004,Manual,First
Renault,144200.0,van,230,2.0,Diesel,yes,2009,Trafic,oujda,137800,Manual,First
Renault,,vagon,180,1.5,Diesel,yes,2011,Megane,Casablanca,56087,Automatic,First
Volkswagen,55650.0,van,240,2.0,Diesel,yes,2005,Caddy,tanger,65405,Automatic,First
Renault,51989.0,sedan,140,1.4,Petrol,yes,2011,Logan,sefrou,61000,Manual,Second
Audi,489800.0,crossover,100,3.0,Diesel,yes,2014,Q7,marrakech,30000,Manual,Second
Volkswagen,116000.0,vagon,210,1.9,Diesel,yes,2008,Touran,tanger,42400,Automatic,Third
BMW,,sedan,99,4.4,Petrol,yes,2013,Alpina,sefrou,41123,Manual,First
Mercedes-Benz,268500.0,sedan,180,2.2,Diesel,yes,2012,E-Class,dakhla,95100,Manual,First
Audi,21000.0,vagon,310,2.5,Other,no,1998,A6,rabat,130923,Automatic,First
BMW,851500.0,crossover,1,3.0,Petrol,yes,2016,X6,Casablanca,43000,Automatic,First
Mercedes-Benz,62800.0,sedan,366,3.2,Gas,yes,1991,S 320,mekness,1000,Automatic,First
BMW,117800.0,sedan,246,3.0,Diesel,yes,2003,530,rabat,130000,Manual,First
Renault,68300.0,sedan,167,1.6,Petrol,yes,2005,Megane,marrakech,28143,Automatic,First
BMW,450000.0,crossover,80,3.0,Petrol,yes,2012,X6,hosseima,63818,Manual,First
Toyota,210200.0,crossover,190,2.7,Gas,yes,2005,Land Cruiser Prado,marrakech,25500,Manual,First
Toyota,128800.0,sedan,90,1.8,Petrol,yes,2008,Avensis,Casablanca,51000,Manual,First
BMW,216989.0,sedan,290,4.8,Petrol,yes,2006,750,rabat,93000,Automatic,Second
Toyota,523700.0,crossover,810,4.7,Gas,yes,2010,Land Cruiser 200,tetouan,38000,Manual,First
Renault,43200.0,van,142,1.9,Diesel,yes,2007,Kangoo,mekness,36000,Automatic,Second
Mitsubishi,76000.0,sedan,99,1.6,Petrol,yes,2005,Lancer,rabat,167362,Manual,First
Mercedes-Benz,196989.0,other,38,2.0,Petrol,yes,2009,CLC 200,dakhla,125000,Manual,First
Toyota,459900.0,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,tanger,55115,Automatic,First
Mitsubishi,59500.0,crossover,30,2.5,Diesel,yes,2014,Pajero Sport,hosseima,51361,Manual,First
Renault,73250.0,vagon,1,1.5,Diesel,yes,2004,Scenic,hosseima,18678,Manual,First
BMW,44100.0,sedan,26,3.0,Diesel,no,2001,530,agadir,61786,Manual,First
Toyota,139800.0,sedan,203,,Petrol,yes,2005,Camry,tanger,23875,Automatic,First
BMW,24500.0,sedan,44,2.5,Diesel,no,1997,525,hosseima,70362,Manual,Second
Renault,100400.0,van,270,2.0,Diesel,yes,2007,Trafic,oujda,250000,Manual,Second
Volkswagen,103500.0,hatch,29,1.4,Petrol,yes,2014,Polo,agadir,60000,Manual,First
BMW,81500.0,sedan,425,,Gas,yes,1996,535,oujda,3678,Manual,First
Mercedes-Benz,626000.0,sedan,61,4.6,Petrol,yes,2012,S 500,Casablanca,16000,Manual,First
Mitsubishi,203600.0,crossover,52,2.0,Petrol,yes,2013,Outlander,mekness,13363,Manual,First
Volkswagen,266300.0,sedan,1,1.6,Diesel,yes,2016,Jetta,agadir,39500,Automatic,First
BMW,39900.0,sedan,340,2.5,Diesel,no,2000,525,mekness,51000,Manual,Second
Volkswagen,104600.0,sedan,185,1.6,Gas,yes,2008,Jetta,oujda,65097,Manual,First
Toyota,139800.0,sedan,181,2.4,Petrol,yes,2008,Camry,marrakech,46374,Automatic,First
Toyota,373000.0,crossover,44,3.5,Petrol,yes,2012,Highlander,sefrou,480000,Automatic,First
Renault,7800.0,van,200,1.9,Diesel,no,1997,Scenic,tanger,43827,Automatic,First
Toyota,112500.0,van,200,2.7,Gas,yes,2005,Tacoma,sefrou,87000,Manual,Second
Mercedes-Benz,1758989.0,other,0,3.0,Petrol,yes,2016,S 400,marrakech,43000,Manual,First
Mercedes-Benz,204700.0,other,142,2.2,Diesel,yes,2007,Viano,mekness,60095,Manual,First
BMW,279500.0,crossover,130,3.0,Gas,yes,2007,X5,oujda,185200,Manual,First
Toyota,195900.0,sedan,35,1.6,Petrol,yes,2014,Corolla,rabat,32000,Automatic,First
Mercedes-Benz,76000.0,sedan,230,2.0,Gas,yes,2000,E-Class,tetouan,27089,Manual,First
Renault,116700.0,van,150,1.9,Diesel,yes,2006,Trafic,hosseima,73648,Manual,First
Volkswagen,34200.0,sedan,320,1.8,Gas,yes,1990,Passat B3,sefrou,150000,Manual,First
Toyota,,crossover,49,4.5,Diesel,yes,2014,Land Cruiser 200,marrakech,34000,Automatic,First
BMW,106800.0,sedan,350,3.0,Diesel,yes,2001,530,hosseima,20667,Manual,First
Mercedes-Benz,232200.0,vagon,206,2.1,Diesel,yes,2011,C-Class,tetouan,50000,Manual,First
BMW,76200.0,sedan,448,3.0,Petrol,yes,1996,730,Casablanca,14000,Manual,Second
BMW,516000.0,other,5,2.0,Petrol,yes,2014,Z4,mekness,50003,Manual,First
Toyota,138700.0,sedan,160,2.4,Gas,yes,2005,Camry,mekness,52000,Manual,First
Volkswagen,415900.0,crossover,73,3.0,Diesel,yes,2012,Touareg,tanger,80544,Manual,First
Volkswagen,217900.0,other,112,2.0,Petrol,yes,2012,Passat CC,oujda,80768,Manual,First
Volkswagen,569900.0,crossover,30,3.0,Diesel,yes,2015,Touareg,oujda,166000,Manual,First
Mercedes-Benz,180500.0,sedan,190,2.2,Diesel,yes,2007,C-Class,marrakech,81245,Manual,First
Toyota,142000.0,hatch,42,1.3,Petrol,yes,2013,Auris,hosseima,63288,Manual,First
Mercedes-Benz,47400.0,sedan,308,3.2,Gas,no,2000,S 320,dakhla,128813,Manual,First
BMW,126600.0,sedan,142,2.0,Petrol,yes,2005,320,Casablanca,68000,Manual,First
Volkswagen,95800.0,sedan,86,1.6,Petrol,yes,2012,Polo,dakhla,105044,Manual,First
Toyota,400500.0,crossover,2,3.0,Diesel,yes,2014,Hilux,hosseima,62162,Manual,First
Mercedes-Benz,156500.0,van,300,2.2,Diesel,yes,2005,Sprinter 313,tetouan,24720,Automatic,Second
Mercedes-Benz,221200.0,sedan,69,2.0,Petrol,yes,2010,E-Class,rabat,75000,Manual,First
BMW,125500.0,sedan,193,4.4,Petrol,yes,2000,740,agadir,46000,Automatic,First
Toyota,210400.0,crossover,88,2.0,Petrol,yes,2011,Rav 4,tanger,108905,Automatic,Second
Volkswagen,90500.0,sedan,87,1.6,Petrol,yes,2011,Polo,dakhla,70000,Manual,Second
Audi,277500.0,sedan,140,2.8,Petrol,yes,2012,A6,mekness,48500,Manual,Second
Renault,22100.0,van,270,1.9,Diesel,no,2002,Scenic,tanger,32851,Manual,First
Renault,62250.0,crossover,225,2.0,Gas,yes,2003,Scenic,tetouan,29000,Manual,First
BMW,351000.0,crossover,52,3.0,Petrol,yes,2012,X5,tetouan,50000,Manual,First
Mercedes-Benz,22650.0,sedan,360,2.9,Diesel,no,1997,E-Class,sefrou,75000,Automatic,First
Volkswagen,147500.0,van,43,2.0,Diesel,yes,2014,T5 (Transporter) ,mekness,100000,Manual,First
BMW,26500.0,sedan,242,3.0,Diesel,no,2001,530,rabat,52000,Manual,First
Volkswagen,87200.0,hatch,157,1.6,Petrol,yes,2008,Golf Plus,Casablanca,55000,Automatic,Second
Renault,99100.0,vagon,176,1.5,Diesel,yes,2011,Scenic,oujda,29000,Automatic,First
Volkswagen,162889.0,van,165,2.0,Diesel,yes,2013,Caddy,marrakech,23000,Manual,First
Volkswagen,98000.0,hatch,95,1.6,Gas,yes,2005,Golf V,rabat,90400,Manual,First
Mercedes-Benz,89200.0,sedan,280,2.4,Gas,yes,1997,E-Class,Casablanca,54000,Automatic,First
Mercedes-Benz,417200.0,sedan,39,1.6,Petrol,yes,2015,C-Class,marrakech,36000,Manual,Second
Renault,70500.0,other,406,2.5,Diesel,yes,2004,Master,dakhla,48000,Automatic,First
BMW,97989.0,other,160,1.8,Petrol,yes,1997,318,marrakech,52000,Automatic,First
Audi,71136.35,sedan,327,4.2,Gas,yes,2000,A8,oujda,34700,Automatic,First
BMW,271989.0,vagon,24,2.0,Petrol,yes,2012,X1,agadir,58000,Manual,Second
BMW,106800.0,sedan,264,3.0,Diesel,yes,2001,530,Casablanca,8000,Automatic,First
Volkswagen,77870.0,van,176,2.0,Diesel,yes,2005,Caddy,mekness,79870,Manual,First
Mercedes-Benz,224500.0,sedan,193,3.5,Other,yes,2006,CLS 350,mekness,76752,Manual,First
BMW,96900.0,vagon,274,2.0,Diesel,no,2007,320,mekness,62000,Manual,First
Volkswagen,94700.0,hatch,148,1.4,Other,yes,2008,Polo,sefrou,77650,Manual,First
Renault,64450.0,hatch,200,1.5,Diesel,yes,2005,Megane,tanger,48188,Manual,First
Mercedes-Benz,111050.0,other,128,,Other,yes,2011,Vito,Casablanca,37000,Automatic,Third
Volkswagen,100200.0,vagon,171,1.6,Petrol,yes,2008,Caddy,Casablanca,83010,Automatic,First
Volkswagen,,vagon,217,2.0,Diesel,no,2008,Passat B6,oujda,130000,Manual,First
Mercedes-Benz,55100.0,sedan,270,3.2,Diesel,no,2001,S 320,oujda,61000,Automatic,First
Volkswagen,95800.0,van,240,1.9,Diesel,yes,2003,T5 (Transporter),mekness,65000,Manual,First
Mitsubishi,128800.0,crossover,120,3.0,Petrol,yes,2008,Outlander XL,tanger,20969,Automatic,First
Renault,23200.0,van,290,2.2,Diesel,no,1999,Espace,dakhla,12000,Manual,First
Renault,48500.0,other,1,1.5,Diesel,yes,2007,Kangoo,mekness,62000,Automatic,First
BMW,635000.0,crossover,64,2.0,Diesel,yes,2015,X5,Casablanca,61932,Automatic,Second
Volkswagen,62800.0,sedan,200,1.4,Petrol,yes,2000,Golf IV,tetouan,25562,Manual,First
Renault,67400.0,sedan,51,1.6,Petrol,yes,2011,Logan,rabat,102000,Automatic,Second
Volkswagen,26700.0,hatch,400,1.8,Gas,yes,1989,Golf II,dakhla,160000,Automatic,Second
Volkswagen,83700.0,van,177,1.9,Diesel,yes,2008,T5 (Transporter) ,rabat,47000,Manual,First
Volkswagen,114150.0,van,130,2.0,Diesel,yes,2011,T5 (Transporter) ,sefrou,29000,Manual,Second
Volkswagen,95989.0,sedan,120,1.9,Diesel,yes,2007,Passat B6,mekness,64709,Manual,Second
Mercedes-Benz,626000.0,other,0,1.6,Petrol,yes,2016,C-Class,tanger,32434,Automatic,First
Audi,13300.0,sedan,250,,Gas,no,1994,80,rabat,17000,Manual,First
Mercedes-Benz,895500.0,sedan,1,3.0,Diesel,yes,2016,GLE-Class,rabat,19030,Manual,First
BMW,479909.0,crossover,0,2.0,Petrol,yes,2016,X3,tanger,51530,Automatic,First
Toyota,175330.0,sedan,90,2.5,Gas,yes,2012,Camry,dakhla,41460,Manual,First
Mercedes-Benz,424700.0,sedan,117,5.5,Petrol,yes,2010,S 550,tetouan,10512,Automatic,First
Volkswagen,97989.0,sedan,120,2.0,Petrol,yes,2008,Passat B6,mekness,36096,Manual,First
Volkswagen,31989.0,vagon,239,1.9,Diesel,no,2003,Passat B5,tetouan,47346,Automatic,First
Audi,,sedan,166,3.0,Gas,yes,2005,A6,Casablanca,14001,Manual,First
Audi,126800.0,vagon,278,2.5,Diesel,yes,2005,A6,Casablanca,62000,Manual,Second
Mercedes-Benz,160900.0,van,211,2.2,Other,yes,2012,Vito,mekness,45001,Manual,Second
Mercedes-Benz,183800.0,sedan,125,1.8,Petrol,yes,2008,C-Class,agadir,35000,Manual,First
Audi,28150.0,vagon,270,2.5,Diesel,no,2001,A6,tetouan,35000,Automatic,First
Audi,29800.0,sedan,230,2.8,Petrol,yes,1997,A8,rabat,61700,Manual,First
Mercedes-Benz,50700.0,sedan,280,2.8,Petrol,yes,1993,E-Class,oujda,80799,Manual,First
Renault,82050.0,hatch,155,2.0,Petrol,yes,2007,Laguna,hosseima,75863,Manual,First
Toyota,94150.0,sedan,132,1.6,Petrol,yes,2008,Corolla,tanger,57832,Automatic,First
BMW,31989.0,sedan,299,,Diesel,no,2000,530,tetouan,85122,Manual,First
Renault,51800.0,van,113,15.0,Diesel,yes,2006,Kangoo,sefrou,30441,Manual,First
Toyota,,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,tanger,51982,Automatic,First
Audi,82600.0,vagon,226,3.0,Diesel,no,2006,A6,rabat,42496,Manual,First
Renault,79300.0,van,154,1.5,Diesel,yes,2012,Kangoo,agadir,60000,Automatic,First
Renault,16050.0,vagon,235,2.0,Petrol,no,1998,Laguna,mekness,123000,Automatic,First
Toyota,169500.0,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,dakhla,94000,Automatic,First
Mercedes-Benz,346600.0,sedan,33,1.6,Petrol,yes,2013,CLA 200,agadir,90000,Manual,First
Mercedes-Benz,202500.0,crossover,180,3.5,Petrol,yes,2008,ML 350,sefrou,169000,Manual,First
Audi,257300.0,sedan,43,1.8,Petrol,yes,2012,A4,marrakech,61000,Manual,Fourth & Above
Mercedes-Benz,254200.0,sedan,58,1.8,Petrol,yes,2010,C-Class,rabat,146300,Manual,First
Volkswagen,37700.0,hatch,121,1.9,Diesel,yes,1993,Golf III,rabat,54385,Automatic,Second
Mitsubishi,334500.0,sedan,72,2.0,Petrol,yes,2006,Lancer Evolution,sefrou,79824,Manual,First
BMW,213500.0,sedan,190,6.0,Petrol,yes,2004,760,Casablanca,69565,Manual,First
Mitsubishi,98200.0,other,0,,Other,yes,2007,Lancer X,rabat,129986,Manual,Second
BMW,404900.0,sedan,81,3.0,Diesel,yes,2010,730,oujda,39300,Manual,First
Volkswagen,69050.0,sedan,150,1.6,Petrol,yes,2001,Bora,oujda,53000,Automatic,Second
Volkswagen,106800.0,hatch,98,1.6,Gas,yes,2010,Golf V,hosseima,68598,Manual,First
BMW,143450.0,crossover,278,3.0,Diesel,yes,2003,X5,sefrou,77000,Automatic,Fourth & Above
Mitsubishi,52200.0,van,200,1.6,Petrol,yes,2003,Space Star,Casablanca,86000,Manual,Third
Audi,185989.0,vagon,140,4.2,Petrol,yes,2007,A6 Allroad,Casablanca,74000,Manual,First
Mercedes-Benz,268500.0,crossover,236,5.0,Petrol,yes,2000,G 500,hosseima,14262,Automatic,First
Renault,77650.0,van,118,1.5,Diesel,yes,2008,Kangoo,rabat,83000,Manual,First
Renault,78200.0,van,1,1.5,Diesel,yes,2012,Kangoo,mekness,42784,Manual,First
BMW,86978.0,sedan,253,,Petrol,yes,1998,323,oujda,74000,Manual,First
Mitsubishi,175000.0,vagon,174,3.2,Diesel,yes,2006,Pajero Wagon,Casablanca,19119,Manual,First
Toyota,127700.0,crossover,126,2.4,Gas,yes,2008,Rav 4,tetouan,27000,Automatic,First
Toyota,103500.0,hatch,103,1.6,Petrol,yes,2008,Auris,tetouan,35000,Manual,First
Volkswagen,114150.0,sedan,65,1.6,Petrol,yes,2013,Polo,rabat,72000,Manual,Second
Toyota,92500.0,sedan,168,1.6,Petrol,yes,2008,Corolla,sefrou,73000,Manual,First
Mercedes-Benz,125500.0,sedan,224,2.6,Gas,yes,2003,E-Class,tanger,52380,Manual,First
Renault,147500.0,hatch,10,1.6,Petrol,yes,2014,Megane,tanger,3906,Automatic,First
Volkswagen,195900.0,vagon,115,1.8,Petrol,yes,2012,Passat B7,tanger,45535,Automatic,First
BMW,115600.0,sedan,285,2.0,Diesel,yes,2007,520,rabat,43000,Automatic,First
Mitsubishi,53450.0,sedan,256,2.0,Petrol,yes,1997,Galant,tanger,45449,Manual,First
Mitsubishi,204900.0,crossover,127,3.0,Gas,yes,2008,Pajero Wagon,sefrou,248000,Manual,Second
Mercedes-Benz,54000.0,sedan,215,2.6,Gas,yes,1992,E-Class,rabat,34200,Automatic,First
Mitsubishi,65000.0,hatch,118,1.3,Petrol,yes,2006,Colt,oujda,61111,Manual,First
Mercedes-Benz,161250.0,sedan,220,3.0,Diesel,yes,2005,E-Class,hosseima,52818,Manual,First
Mercedes-Benz,262989.0,other,150,,Diesel,yes,2010,Vito,sefrou,20000,Manual,First
Mercedes-Benz,106989.0,van,154,2.2,Diesel,yes,2007,Vito,mekness,52000,Manual,Second
Mercedes-Benz,85900.0,other,197,2.2,Diesel,yes,2003,Vito,mekness,76000,Automatic,First
BMW,349000.0,crossover,138,3.0,Petrol,yes,2009,X6,Casablanca,75000,Automatic,Second
Mercedes-Benz,60600.0,van,480,2.2,Diesel,yes,1999,Vito,agadir,42000,Manual,First
Mitsubishi,25400.0,hatch,350,2.0,Gas,yes,1989,Galant,marrakech,70000,Manual,First
BMW,195900.0,other,98,3.0,Petrol,yes,2007,Z4,Casablanca,19000,Automatic,First
Volkswagen,32200.0,other,650,1.9,Diesel,yes,1999,Caddy,sefrou,99000,Manual,Second
Mercedes-Benz,99650.0,sedan,273,2.7,Diesel,yes,2000,E-Class,rabat,11000,Automatic,First
BMW,107900.0,other,93,2.5,Petrol,yes,2003,Z4,hosseima,20469,Automatic,First
Mercedes-Benz,128800.0,van,148,2.2,Diesel,yes,2010,Vito,rabat,38000,Manual,First
Mercedes-Benz,16600.0,sedan,338,3.0,Diesel,no,1991,E-Class,tetouan,45194,Manual,First
Mercedes-Benz,101300.0,sedan,342,2.6,Petrol,yes,2003,E-Class,rabat,56200,Automatic,First
Renault,125500.0,vagon,170,1.5,Diesel,yes,2012,Megane,oujda,21000,Automatic,First
BMW,23200.0,sedan,460,2.4,Diesel,yes,1988,324,oujda,30000,Automatic,First
Volkswagen,83700.0,sedan,220,2.8,Petrol,yes,2004,Passat B5,rabat,71000,Manual,First
Mercedes-Benz,235500.0,crossover,148,6.2,Petrol,yes,2008,ML 63 AMG,agadir,100000,Automatic,First
Audi,,sedan,177,1.8,Petrol,yes,1998,A4,hosseima,25805,Manual,First
Volkswagen,197000.0,sedan,110,2.0,Diesel,yes,2013,Passat B7,dakhla,70669,Manual,First
Volkswagen,50700.0,hatch,160,2.0,Diesel,no,2006,Golf VI,hosseima,50230,Manual,First
Volkswagen,314260.0,van,0,1.6,Diesel,yes,2016,Caddy,Casablanca,21000,Manual,First
Toyota,28700.0,sedan,550,1.6,Gas,yes,1989,Carina,marrakech,3000,Automatic,First
Mercedes-Benz,482989.0,sedan,132,3.0,Diesel,yes,2010,S 350,mekness,62000,Manual,First
BMW,239900.0,other,25,2.5,Petrol,yes,2007,325,tetouan,30000,Manual,First
Audi,33650.0,sedan,10,2.8,Petrol,yes,1991,100,tanger,50058,Automatic,First
Mitsubishi,86989.0,sedan,112,2.0,Petrol,yes,2008,Lancer X,sefrou,109000,Manual,First
Mitsubishi,94700.0,sedan,143,2.0,Gas,yes,2007,Lancer X,dakhla,64876,Manual,First
Renault,166200.0,other,173,2.3,Diesel,yes,2013,Master,sefrou,55000,Automatic,First
Mercedes-Benz,338900.0,sedan,71,2.2,Diesel,yes,2012,E-Class,tetouan,21000,Manual,First
Volkswagen,65000.0,sedan,271,1.8,Petrol,yes,2000,Passat B5,rabat,57539,Automatic,First
Mercedes-Benz,116900.0,sedan,217,3.2,Diesel,yes,2002,E-Class,Casablanca,15000,Manual,Second
Renault,114500.0,vagon,185,1.5,Diesel,yes,2011,Megane,agadir,75000,Manual,First
Volkswagen,89200.0,sedan,258,1.9,Diesel,yes,2004,Passat B5,agadir,17125,Manual,First
Audi,34200.0,vagon,244,2.0,Other,no,2006,A4,hosseima,28786,Manual,First
Mercedes-Benz,359800.0,crossover,109,3.0,Diesel,yes,2011,ML 350,hosseima,35981,Manual,First
Mercedes-Benz,50700.0,sedan,260,2.7,Diesel,no,2002,E-Class,agadir,14000,Manual,First
Toyota,840500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,tanger,33195,Manual,First
Renault,22850.0,van,380,1.9,Diesel,no,2003,Espace,rabat,73500,Manual,Second
Mercedes-Benz,477500.0,sedan,59,4.6,Petrol,yes,2011,S 500,mekness,150000,Manual,First
BMW,1153989.0,crossover,2,3.0,Diesel,yes,2016,X5,sefrou,63000,Manual,First
BMW,406000.0,sedan,95,4.4,Petrol,yes,2011,750,tanger,14351,Automatic,First
Mitsubishi,101300.0,sedan,95,2.0,Petrol,yes,2007,Lancer X,tanger,73003,Manual,First
Mercedes-Benz,132100.0,sedan,310,2.2,Diesel,yes,2005,E-Class,tetouan,133000,Manual,First
